"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1821874";"";"0";"460.00";"1";"7.14";"16";"Cc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(O)cc3)C2)cc1C";"IC50";"'='";"970.0";"nM";"6.01";"";"";"UO_0000065";"13.07";"0.26";"-1.13";"12.34";"0";"CHEMBL1827038";"Inhibition of recombinant (His)6-tagged EGFR cytoplasmic domain (645-1186) autophosphorylation pre-incubated for 10 mins measured after 1 hrs by DELFIA based time-resolved fluorimetry assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821709";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL1821891";"";"0";"445.98";"1";"6.83";"33";"COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Cl)cc3)C2)cc1";"IC50";"'='";"4940.0";"nM";"5.31";"";"";"UO_0000065";"11.90";"0.23";"-1.52";"14.07";"0";"CHEMBL1827038";"Inhibition of recombinant (His)6-tagged EGFR cytoplasmic domain (645-1186) autophosphorylation pre-incubated for 10 mins measured after 1 hrs by DELFIA based time-resolved fluorimetry assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821709";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL255236";"";"0";"497.53";"0";"4.90";"36";"COc1ccccc1CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1";"IC50";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"14.73";"0.27";"2.43";"6.52";"0";"CHEMBL934832";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145585";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL1242378";"";"0";"302.31";"0";"1.44";"PP450";"C[C@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"13.23";"0.25";"2.56";"3.45";"0";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None";""
"CHEMBL1242748";"";"0";"315.31";"0";"1.88";"PP432";"Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1";"IC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"16.87";"0.32";"3.44";"5.37";"0";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None";""
"CHEMBL1241482";"";"0";"402.39";"0";"3.62";"PP401";"Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2Cc1ocnc1-c1ccccc1";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"9.94";"0.18";"0.38";"3.45";"0";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None";""
"CHEMBL1951415";"";"0";"337.40";"0";"4.23";"1, PF670462";"Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"20.22";"0.37";"2.59";"9.80";"0";"CHEMBL1954388";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949673";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL131193";"";"0";"556.67";"2";"6.27";"5";"CO[C@H]1[C@@H](N(C)Cc2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"910.0";"nM";"6.04";"";"";"UO_0000065";"10.85";"0.20";"-0.23";"9.96";"0";"CHEMBL677890";"Inhibitory activity against protein tyrosine kinase of Epidermal growth factor receptor was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1994";"None";""
"CHEMBL162223";"";"0";"421.30";"0";"4.58";"5t";"Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1";"IC50";"'='";"1.2";"nM";"8.92";"";"";"UO_0000065";"21.17";"0.45";"4.34";"11.80";"0";"CHEMBL674648";"Inhibit of phosphorylation of a tyrosine/glutamic acid copolymer by epidermal growth factor receptor prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131301";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL162719";"";"0";"399.30";"0";"3.28";"5w";"CN1CCN(c2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1";"IC50";"'='";"6.4";"nM";"8.19";"";"";"UO_0000065";"20.52";"0.45";"4.91";"14.33";"0";"CHEMBL674648";"Inhibit of phosphorylation of a tyrosine/glutamic acid copolymer by epidermal growth factor receptor prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131301";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL1760035";"";"0";"403.44";"0";"4.54";"3";"COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC";"IC50";"'='";"853.0";"nM";"6.07";"";"";"UO_0000065";"15.04";"0.28";"1.53";"6.71";"0";"CHEMBL1764782";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759866";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL364623";"";"0";"373.87";"0";"4.51";"12m";"Cc1cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)nc(C)n1";"IC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"14.13";"0.29";"0.77";"6.62";"0";"CHEMBL912344";"Inhibition of Her1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137331";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL162981";"";"0";"424.31";"0";"4.23";"5v";"Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1";"IC50";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"20.67";"0.44";"4.54";"10.89";"0";"CHEMBL674648";"Inhibit of phosphorylation of a tyrosine/glutamic acid copolymer by epidermal growth factor receptor prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131301";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL91811";"";"0";"452.36";"0";"4.42";"10d";"CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"15.63";"0.33";"2.65";"10.08";"0";"CHEMBL680018";"Inhibition of epidermal growth factor receptor using enzyme assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134561";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL1242755";"";"0";"330.40";"0";"3.74";"PP122";"Nc1ncnc2c1c(-c1cnc3ccccc3c1)nn2C1CCCC1";"IC50";"'='";"540.0";"nM";"6.27";"";"";"UO_0000065";"18.97";"0.34";"2.53";"7.60";"0";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None";""
"CHEMBL92356";"";"0";"493.41";"0";"3.72";"10k";"CCN1CCN(CC#CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1";"IC50";"'='";"65.0";"nM";"7.19";"";"";"UO_0000065";"14.57";"0.31";"3.47";"9.79";"0";"CHEMBL680018";"Inhibition of epidermal growth factor receptor using enzyme assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134561";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL496174";"";"0";"478.98";"1";"5.91";"8";"Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@H]5CCCN5)sc34)cc2Cl)c1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"17.03";"0.34";"2.24";"13.81";"1";"CHEMBL995846";"Inhibition of EGFR kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143444";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL1241580";"";"0";"315.76";"0";"3.16";"PP463";"Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1";"IC50";"'='";"1150.0";"nM";"5.94";"";"";"UO_0000065";"18.81";"0.37";"2.78";"6.61";"0";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None";""
"CHEMBL1241944";"";"0";"294.32";"0";"2.23";"PP155";"CC(C)n1nc(-c2ccc(C#N)c(O)c2)c2c(N)ncnc21";"IC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"18.98";"0.35";"3.36";"4.91";"0";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None";""
"CHEMBL285063";"";"0";"369.22";"0";"4.26";"1";"C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"0.08";"nM";"10.10";"";"";"UO_0000065";"27.35";"0.60";"5.84";"15.09";"0";"CHEMBL978648";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157167";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL1241683";"";"0";"338.80";"0";"3.86";"PP130";"CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"11.81";"0.23";"0.14";"4.85";"0";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None";""
"CHEMBL1241949";"";"0";"319.37";"0";"2.79";"PP146";"CC(C)n1nc(-c2ccc3nc(N)ccc3c2)c2c(N)ncnc21";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"15.41";"0.28";"2.13";"4.53";"0";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None";""
"CHEMBL1242033";"";"0";"419.49";"0";"4.55";"PP145";"CC(C)n1nc(-c2ccc3nccc(NC(=O)OC(C)(C)C)c3c2)c2c(N)ncnc21";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"9.54";"0.18";"-0.55";"3.31";"0";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None";""
"CHEMBL1242207";"";"0";"304.36";"0";"3.20";"PP129";"CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21";"IC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"15.12";"0.27";"1.40";"5.58";"0";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None";""
"CHEMBL1242294";"";"0";"292.35";"0";"3.14";"PP89";"CC(C)n1nc(-c2ccc3[nH]ccc3c2)c2c(N)ncnc21";"IC50";"'='";"176.0";"nM";"6.75";"";"";"UO_0000065";"23.10";"0.42";"3.61";"7.91";"0";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None";""
"CHEMBL128759";"";"0";"404.27";"0";"2.32";"3i";"OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"19.59";"0.43";"5.60";"8.39";"1";"CHEMBL677387";"Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130246";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL53898";"";"0";"322.36";"0";"2.75";"7";"N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"19.09";"0.35";"3.40";"6.59";"1";"CHEMBL674104";"Inhibition of Epidermal growth factor receptor autophosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132364";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None";""
"CHEMBL56731";"";"0";"280.28";"0";"2.64";"10";"N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1";"IC50";"'='";"1250.0";"nM";"5.90";"";"";"UO_0000065";"21.06";"0.38";"3.26";"6.32";"1";"CHEMBL674104";"Inhibition of Epidermal growth factor receptor autophosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132364";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None";""
"CHEMBL51485";"";"0";"579.54";"2";"5.37";"16";"CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NCc4ccccc4)nc3n2)CC1";"IC50";"'='";"980.0";"nM";"6.01";"";"";"UO_0000065";"10.37";"0.21";"0.64";"6.11";"0";"CHEMBL683042";"Inhibition of human epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131506";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL427671";"";"0";"372.41";"0";"4.32";"1d";"Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12";"IC50";"'='";"81.0";"nM";"7.09";"";"";"UO_0000065";"19.04";"0.35";"2.77";"11.81";"1";"CHEMBL893470";"Inhibition of human EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147910";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL306732";"";"0";"346.46";"1";"5.17";"13";"CN(C)c1ccc(Nc2ncnc3cc(-c4ccccc4)sc23)cc1";"IC50";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"20.28";"0.38";"1.86";"17.12";"0";"CHEMBL674107";"Inhibitory activity against epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146693";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL441083";"";"0";"235.29";"0";"3.68";"2, page S23 table 1";"Cc1cccc(Nc2ncnc3ccccc23)c1";"IC50";"'='";"912.01";"nM";"6.04";"";"";"UO_0000065";"25.67";"0.46";"2.36";"15.97";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL2374458";"";"0";"550.71";"2";"5.62";"13";"COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](C5CCN(C)CC5)CC4)c4ncnc(N)c34)cc2[nH]1";"IC50";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"13.14";"0.24";"1.62";"6.53";"0";"CHEMBL1111474";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155389";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL31373";"";"0";"342.76";"0";"4.29";"17";"C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1";"IC50";"'='";"0.75";"nM";"9.12";"";"";"UO_0000065";"26.62";"0.52";"4.83";"13.64";"0";"CHEMBL674020";"Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133162";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
"CHEMBL121405";"";"0";"436.53";"0";"4.86";"32";"OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"13.06";"0.24";"0.84";"6.85";"0";"CHEMBL683037";"Inhibition of human Epidermal growth factor receptor, HER-1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147483";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL120719";"";"0";"304.33";"0";"2.15";"21";"COc1cc(C=C(C#N)C#N)cc(CSCC(=O)O)c1O";"IC50";"'='";"96000.0";"nM";"4.02";"";"";"UO_0000065";"13.20";"0.26";"1.87";"3.51";"0";"CHEMBL677392";"Inhibitory concentration against EGF receptor by polyGAT phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126897";"1";"Scientific Literature";"J. Med. Chem.";"1993";"None";""
"CHEMBL118205";"";"0";"381.41";"0";"3.23";"12";"COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O";"IC50";"'='";"12500.0";"nM";"4.90";"";"";"UO_0000065";"12.86";"0.25";"1.67";"4.01";"0";"CHEMBL677392";"Inhibitory concentration against EGF receptor by polyGAT phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126897";"1";"Scientific Literature";"J. Med. Chem.";"1993";"None";""
"CHEMBL54088";"";"0";"305.34";"0";"3.20";"6c";"C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1";"IC50";"'='";"0.48";"nM";"9.32";"";"";"UO_0000065";"30.52";"0.55";"6.12";"11.68";"0";"CHEMBL674018";"Inhibition of phosphorylation of glutamic acid/tyrosine random copolymer by isolated epidermal growth factor receptor (EGFR)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132213";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None";""
"CHEMBL127367";"";"0";"376.42";"0";"3.96";"3p";"CCOc1cc2ncnc(Nc3cccc(-c4nc[nH]n4)c3)c2cc1OCC";"IC50";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"17.03";"0.31";"2.45";"6.55";"0";"CHEMBL678292";"Inhibition of (EGFR) epidermal growth factor receptor tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135760";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL128027";"";"0";"420.54";"1";"5.91";"5a";"CCOc1cc2nc(C)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC";"IC50";"'='";"9000.0";"nM";"5.05";"";"";"UO_0000065";"12.00";"0.23";"-0.86";"7.30";"0";"CHEMBL678292";"Inhibition of (EGFR) epidermal growth factor receptor tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135760";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL516487";"";"0";"384.82";"0";"3.82";"6";"COC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1";"IC50";"'='";"54.0";"nM";"7.27";"";"";"UO_0000065";"18.89";"0.37";"3.45";"7.31";"0";"CHEMBL971642";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156722";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL461113";"";"0";"483.96";"0";"3.52";"8a";"Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)OCCN1CCOCC1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"14.10";"0.27";"3.30";"6.10";"0";"CHEMBL971642";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156722";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
